tdays,Angledeg
  4040.0 ,  4052.30
  4050.0 ,  4061.84
  4060.0 ,  4071.37
  4070.0 ,  4080.91
  4080.0 ,  4090.47
  4090.0 ,  4100.06
  4100.0 ,  4109.67
  4110.0 ,  4119.33
  4120.0 ,  4129.03
  4130.0 ,  4138.78
  4140.0 ,  4148.58
  4150.0 ,  4158.45
  4160.0 ,  4168.36
  4170.0 ,  4178.34
  4180.0 ,  4188.36
  4190.0 ,  4198.43
  4200.0 ,  4208.55
  4210.0 ,  4218.70
  4220.0 ,  4228.87
  4230.0 ,  4239.06
  4240.0 ,  4249.25
  4250.0 ,  4259.43
  4260.0 ,  4269.61
  4270.0 ,  4279.75
  4280.0 ,  4289.86
  4290.0 ,  4299.93
  4300.0 ,  4309.94
  4310.0 ,  4319.91
  4320.0 ,  4329.82
  4330.0 ,  4339.67
  4340.0 ,  4349.47
  4350.0 ,  4359.21
  4360.0 ,  4368.90
  4370.0 ,  4378.55
  4380.0 ,  4388.16
  4390.0 ,  4397.74
  4400.0 ,  4407.29
  4410.0 ,  4416.84
  4420.0 ,  4426.37
  4430.0 ,  4435.91
  4440.0 ,  4445.46
  4450.0 ,  4455.03
  4460.0 ,  4464.62
  4470.0 ,  4474.26
  4480.0 ,  4483.93
  4490.0 ,  4493.66
  4500.0 ,  4503.44
  4510.0 ,  4513.27
  4520.0 ,  4523.16
  4530.0 ,  4533.11
  4540.0 ,  4543.10
  4550.0 ,  4553.15
  4560.0 ,  4563.25
  4570.0 ,  4573.38
  4580.0 ,  4583.54
  4590.0 ,  4593.72
  4600.0 ,  4603.91
  4610.0 ,  4614.10
  4620.0 ,  4624.28
  4630.0 ,  4634.44
  4640.0 ,  4644.57
  4650.0 ,  4654.66
  4660.0 ,  4664.70
  4670.0 ,  4674.69
  4680.0 ,  4684.63
  4690.0 ,  4694.51
  4700.0 ,  4704.34
  4710.0 ,  4714.11
  4720.0 ,  4723.82
  4730.0 ,  4733.50
  4740.0 ,  4743.13
  4750.0 ,  4752.72
  4760.0 ,  4762.29
  4770.0 ,  4771.84
  4780.0 ,  4781.37
  4790.0 ,  4790.91
  4800.0 ,  4800.45
  4810.0 ,  4810.01
  4820.0 ,  4819.59
  4830.0 ,  4829.20
  4840.0 ,  4838.85
  4850.0 ,  4848.56
  4860.0 ,  4858.30
  4870.0 ,  4868.10
  4880.0 ,  4877.97
  4890.0 ,  4887.88
  4900.0 ,  4897.85
  4910.0 ,  4907.88
  4920.0 ,  4917.95
  4930.0 ,  4928.06
  4940.0 ,  4938.21
  4950.0 ,  4948.38
  4960.0 ,  4958.56
  4970.0 ,  4968.76
  4980.0 ,  4978.94
  4990.0 ,  4989.11
  5000.0 ,  4999.26
  5010.0 ,  5009.37
  5020.0 ,  5019.44
  5030.0 ,  5029.46
  5040.0 ,  5039.43
  5050.0 ,  5049.34
  5060.0 ,  5059.20
  5070.0 ,  5069.00
  5080.0 ,  5078.74
  5090.0 ,  5088.44
  5100.0 ,  5098.09
  5110.0 ,  5107.70
  5120.0 ,  5117.28
  5130.0 ,  5126.84
  5140.0 ,  5136.38
  5150.0 ,  5145.92
  5160.0 ,  5155.45
  5170.0 ,  5165.00
  5180.0 ,  5174.57
  5190.0 ,  5184.16
  5200.0 ,  5193.79
  5210.0 ,  5203.47
  5220.0 ,  5213.19
  5230.0 ,  5222.96
  5240.0 ,  5232.79
  5250.0 ,  5242.67
  5260.0 ,  5252.62
  5270.0 ,  5262.61
  5280.0 ,  5272.66
  5290.0 ,  5282.75
  5300.0 ,  5292.88
  5310.0 ,  5303.04
  5320.0 ,  5313.22
  5330.0 ,  5323.41
  5340.0 ,  5333.60
  5350.0 ,  5343.78
  5360.0 ,  5353.95
  5370.0 ,  5364.07
  5380.0 ,  5374.17
  5390.0 ,  5384.21
  5400.0 ,  5394.21
  5410.0 ,  5404.15
  5420.0 ,  5414.04
  5430.0 ,  5423.86
  5440.0 ,  5433.64
  5450.0 ,  5443.36
  5460.0 ,  5453.03
  5470.0 ,  5462.67
  5480.0 ,  5472.27
  5490.0 ,  5481.83
  5500.0 ,  5491.38
  5510.0 ,  5500.92
  5520.0 ,  5510.45
  5530.0 ,  5519.99
  5540.0 ,  5529.55
  5550.0 ,  5539.13
  5560.0 ,  5548.74
  5570.0 ,  5558.39
  5580.0 ,  5568.08
  5590.0 ,  5577.83
  5600.0 ,  5587.63
  5610.0 ,  5597.48
  5620.0 ,  5607.40
  5630.0 ,  5617.36
  5640.0 ,  5627.38
  5650.0 ,  5637.46
  5660.0 ,  5647.57
  5670.0 ,  5657.71
  5680.0 ,  5667.88
  5690.0 ,  5678.07
  5700.0 ,  5688.26
  5710.0 ,  5698.45
  5720.0 ,  5708.62
  5730.0 ,  5718.77
  5740.0 ,  5728.89
  5750.0 ,  5738.96
  5760.0 ,  5748.98
  5770.0 ,  5758.95
  5780.0 ,  5768.86
  5790.0 ,  5778.72
  5800.0 ,  5788.53
  5810.0 ,  5798.27
  5820.0 ,  5807.97
  5830.0 ,  5817.63
  5840.0 ,  5827.24
  5850.0 ,  5836.82
  5860.0 ,  5846.38
  5870.0 ,  5855.92
  5880.0 ,  5865.45
  5890.0 ,  5874.99
  5900.0 ,  5884.53
  5910.0 ,  5894.10
  5920.0 ,  5903.70
  5930.0 ,  5913.32
  5940.0 ,  5923.00
  5950.0 ,  5932.72
  5960.0 ,  5942.48
  5970.0 ,  5952.31
  5980.0 ,  5962.19
  5990.0 ,  5972.13
  6000.0 ,  5982.12
  6010.0 ,  5992.17
  6020.0 ,  6002.26
  6030.0 ,  6012.39
  6040.0 ,  6022.55
  6050.0 ,  6032.72
  6060.0 ,  6042.92
  6070.0 ,  6053.11
  6080.0 ,  6063.29
  6090.0 ,  6073.45
  6100.0 ,  6083.58
  6110.0 ,  6093.68
  6120.0 ,  6103.73
  6130.0 ,  6113.73
  6140.0 ,  6123.67
  6150.0 ,  6133.56
