tdays,Angledeg
  6070.0 ,   249.78
  6080.0 ,   249.87
  6090.0 ,   250.12
  6100.0 ,   250.53
  6110.0 ,   251.08
  6120.0 ,   251.77
  6130.0 ,   252.58
  6140.0 ,   253.49
  6150.0 ,   254.50
  6160.0 ,   255.57
  6170.0 ,   256.70
  6180.0 ,   257.87
  6190.0 ,   259.05
  6200.0 ,   260.22
  6210.0 ,   261.38
  6220.0 ,   262.49
  6230.0 ,   263.55
  6240.0 ,   264.52
  6250.0 ,   265.40
  6260.0 ,   266.16
  6270.0 ,   266.79
  6280.0 ,   267.27
  6290.0 ,   267.61
  6300.0 ,   267.77
  6310.0 ,   267.78
  6320.0 ,   267.62
  6330.0 ,   267.30
  6340.0 ,   266.85
  6350.0 ,   266.28
  6360.0 ,   265.62
  6370.0 ,   264.90
  6380.0 ,   264.17
  6390.0 ,   263.45
  6400.0 ,   262.78
  6410.0 ,   262.20
  6420.0 ,   261.73
  6430.0 ,   261.40
  6440.0 ,   261.22
  6450.0 ,   261.20
  6460.0 ,   261.34
  6470.0 ,   261.63
  6480.0 ,   262.09
  6490.0 ,   262.68
  6500.0 ,   263.41
  6510.0 ,   264.25
  6520.0 ,   265.20
  6530.0 ,   266.23
  6540.0 ,   267.32
  6550.0 ,   268.46
  6560.0 ,   269.63
  6570.0 ,   270.81
  6580.0 ,   271.98
  6590.0 ,   273.12
  6600.0 ,   274.22
  6610.0 ,   275.24
  6620.0 ,   276.18
  6630.0 ,   277.02
  6640.0 ,   277.74
  6650.0 ,   278.32
  6660.0 ,   278.75
  6670.0 ,   279.03
  6680.0 ,   279.15
  6690.0 ,   279.10
  6700.0 ,   278.89
  6710.0 ,   278.53
  6720.0 ,   278.04
  6730.0 ,   277.45
  6740.0 ,   276.77
  6750.0 ,   276.04
  6760.0 ,   275.31
  6770.0 ,   274.60
  6780.0 ,   273.96
  6790.0 ,   273.41
  6800.0 ,   272.98
  6810.0 ,   272.69
  6820.0 ,   272.56
  6830.0 ,   272.58
  6840.0 ,   272.77
  6850.0 ,   273.12
  6860.0 ,   273.62
  6870.0 ,   274.26
  6880.0 ,   275.03
  6890.0 ,   275.91
  6900.0 ,   276.89
  6910.0 ,   277.94
  6920.0 ,   279.05
  6930.0 ,   280.21
  6940.0 ,   281.39
  6950.0 ,   282.57
  6960.0 ,   283.73
  6970.0 ,   284.86
  6980.0 ,   285.93
  6990.0 ,   286.93
  7000.0 ,   287.83
  7010.0 ,   288.63
  7020.0 ,   289.31
  7030.0 ,   289.84
  7040.0 ,   290.23
  7050.0 ,   290.46
  7060.0 ,   290.52
  7070.0 ,   290.42
  7080.0 ,   290.17
  7090.0 ,   289.77
  7100.0 ,   289.25
  7110.0 ,   288.62
  7120.0 ,   287.93
  7130.0 ,   287.19
  7140.0 ,   286.46
  7150.0 ,   285.77
  7160.0 ,   285.15
  7170.0 ,   284.63
  7180.0 ,   284.24
  7190.0 ,   284.00
  7200.0 ,   283.91
  7210.0 ,   283.99
  7220.0 ,   284.23
  7230.0 ,   284.63
  7240.0 ,   285.18
  7250.0 ,   285.87
  7260.0 ,   286.68
  7270.0 ,   287.60
  7280.0 ,   288.61
  7290.0 ,   289.69
  7300.0 ,   290.82
  7310.0 ,   291.99
  7320.0 ,   293.18
  7330.0 ,   294.36
  7340.0 ,   295.51
  7350.0 ,   296.63
  7360.0 ,   297.68
  7370.0 ,   298.65
  7380.0 ,   299.52
  7390.0 ,   300.29
  7400.0 ,   300.92
  7410.0 ,   301.41
  7420.0 ,   301.75
  7430.0 ,   301.93
  7440.0 ,   301.95
  7450.0 ,   301.81
  7460.0 ,   301.51
  7470.0 ,   301.07
  7480.0 ,   300.51
  7490.0 ,   299.86
  7500.0 ,   299.15
  7510.0 ,   298.41
  7520.0 ,   297.69
  7530.0 ,   297.01
  7540.0 ,   296.41
  7550.0 ,   295.93
  7560.0 ,   295.58
  7570.0 ,   295.38
  7580.0 ,   295.35
  7590.0 ,   295.48
  7600.0 ,   295.77
  7610.0 ,   296.23
  7620.0 ,   296.83
  7630.0 ,   297.56
  7640.0 ,   298.42
  7650.0 ,   299.37
  7660.0 ,   300.41
  7670.0 ,   301.52
  7680.0 ,   302.68
  7690.0 ,   303.86
  7700.0 ,   305.05
  7710.0 ,   306.23
  7720.0 ,   307.38
  7730.0 ,   308.48
  7740.0 ,   309.51
  7750.0 ,   310.46
  7760.0 ,   311.30
  7770.0 ,   312.03
  7780.0 ,   312.63
  7790.0 ,   313.08
  7800.0 ,   313.38
  7810.0 ,   313.51
  7820.0 ,   313.49
  7830.0 ,   313.30
  7840.0 ,   312.96
  7850.0 ,   312.49
  7860.0 ,   311.90
  7870.0 ,   311.23
  7880.0 ,   310.50
  7890.0 ,   309.76
  7900.0 ,   309.04
  7910.0 ,   308.38
  7920.0 ,   307.81
  7930.0 ,   307.36
  7940.0 ,   307.05
  7950.0 ,   306.90
  7960.0 ,   306.91
  7970.0 ,   307.10
  7980.0 ,   307.45
  7990.0 ,   307.95
  8000.0 ,   308.60
  8010.0 ,   309.39
  8020.0 ,   310.28
  8030.0 ,   311.28
  8040.0 ,   312.35
  8050.0 ,   313.49
